Transaction_ID,Product_ID,Product _Name,Category,Price,Quantity_Sold,Customer_Age,Customer_Gender,Transaction_Date,Payment_Method,Discount,Region,Membership Status,Order_month,Order_duration,Profit_Margin
1428,5,Tablet,Electronics,243.76,1,51,Male,20 June 2023,Bank Transfer,0.19,Africa,Regular,,,
1429,5,Tablet,Electronics,936.35,1,51,Female,28 February 2023,Bank Transfer,0.09,Africa,Regular,,,
1430,4,Smartwatch,Electronics,284.69,5,52,Male,15 April 2023,Bank Transfer,0.16,Europe,Premium,,,
1431,1,Laptop,Electronics,201.8,4,65,Male,29 November 2023,Credit Card,0.1,Africa,Premium,,,
1432,4,Smartwatch,Electronics,1040.57,3,37,Female,02 May 2023,Credit Card,0.07,North America,Regular,,,
1433,5,Tablet,Electronics,234.73,3,24,Male,18 June 2023,Debit Card,0.26,Asia,Regular,,,
1434,5,Tablet,Electronics,1034.83,2,58,Female,16 December 2023,Debit Card,0.09,Asia,Premium,,,
1435,5,Tablet,Electronics,1067.35,1,51,Male,30 May 2023,Debit Card,0.03,North America,Premium,,,
1436,4,Smartwatch,Electronics,227.49,1,64,Male,05 February 2023,PayPal,0.25,Asia,Premium,,,
1437,3,Headphones,Accessories,221.95,4,27,Male,05 June 2023,Debit Card,0.2,Africa,Regular,,,
1438,1,Laptop,Electronics,1230.24,3,27,Male,11 November 2023,Bank Transfer,0.22,South America,Regular,,,
1439,3,Headphones,Accessories,1153.75,3,46,Female,20 July 2023,Bank Transfer,0.1,Europe,Premium,,,
1440,1,Laptop,Electronics,411.61,2,42,Female,13 January 2023,PayPal,0.13,North America,Premium,,,
1441,5,Tablet,Electronics,630.75,2,49,Female,13 May 2023,Credit Card,0.16,Africa,Premium,,,
1442,1,Laptop,Electronics,1482.34,3,35,Male,18 September 2023,PayPal,0.18,Africa,Regular,,,
1443,2,Smartphone,Electronics,375.28,2,62,Female,25 April 2023,Bank Transfer,0.27,North America,Premium,,,
1444,5,Tablet,Electronics,840.23,5,29,Male,20 June 2023,Bank Transfer,0.04,Europe,Regular,,,
1445,3,Headphones,Accessories,446.72,4,48,Female,22 October 2023,Bank Transfer,0.29,Europe,Premium,,,
1446,1,Laptop,Electronics,717.49,1,26,Female,23 November 2023,Credit Card,0.16,North America,Premium,,,
1447,3,Headphones,Accessories,564.52,2,43,Female,06 August 2023,Bank Transfer,0.23,North America,Regular,,,
1448,3,Headphones,Accessories,1173.27,1,38,Female,15 March 2023,Bank Transfer,0.08,North America,Premium,,,
1449,1,Laptop,Electronics,1207.69,1,20,Male,20 June 2023,PayPal,0,Africa,Regular,,,
1450,4,Smartwatch,Electronics,705.83,4,36,Male,11 June 2023,Debit Card,0.11,Africa,Premium,,,
1451,5,Tablet,Electronics,559.45,5,25,Male,04 April 2023,PayPal,0.27,Europe,Premium,,,
1452,2,Smartphone,Electronics,1047.76,3,25,Female,18 March 2023,Credit Card,0.25,Asia,Regular,,,
1453,5,Tablet,Electronics,840.95,4,49,Male,09 April 2023,Bank Transfer,0.2,Africa,Regular,,,
1454,3,Headphones,Accessories,255.19,5,32,Female,02 August 2023,PayPal,0.14,Asia,Premium,,,
1455,3,Headphones,Accessories,306.49,5,43,Male,09 September 2023,PayPal,0.18,Europe,Premium,,,
1456,2,Smartphone,Electronics,1409.36,4,42,Male,25 January 2023,PayPal,0.08,South America,Regular,,,
1457,5,Tablet,Electronics,1489.59,5,63,Female,24 December 2023,PayPal,0.01,Europe,Premium,,,
1458,2,Smartphone,Electronics,1124.9,3,32,Female,09 December 2023,Bank Transfer,0.25,South America,Premium,,,
1459,5,Tablet,Electronics,624.06,5,21,Female,19 June 2023,Debit Card,0.28,South America,Premium,,,
1460,3,Headphones,Accessories,215.69,3,63,Female,18 May 2023,Debit Card,0.12,Asia,Premium,,,
1461,4,Smartwatch,Electronics,216.8,5,47,Male,17 July 2023,Bank Transfer,0.08,Asia,Premium,,,
1462,4,Smartwatch,Electronics,1446.33,5,49,Male,08 July 2023,Bank Transfer,0.27,Asia,Premium,,,
1463,5,Tablet,Electronics,1398.03,5,49,Female,15 May 2023,PayPal,0.04,Asia,Regular,,,
1464,5,Tablet,Electronics,276.34,4,57,Female,06 September 2023,Credit Card,0.08,Africa,Premium,,,
1465,5,Tablet,Electronics,90.82,2,48,Female,26 October 2023,Bank Transfer,0.04,South America,Premium,,,
1466,3,Headphones,Accessories,549.04,5,34,Female,01 December 2023,PayPal,0.29,Europe,Regular,,,
1467,1,Laptop,Electronics,204.01,3,48,Male,19 March 2023,Credit Card,0.14,Europe,Premium,,,
1468,1,Laptop,Electronics,1324.39,1,27,Female,02 March 2023,PayPal,0.17,Africa,Premium,,,
1469,2,Smartphone,Electronics,719.13,4,40,Female,26 March 2023,Credit Card,0.26,Asia,Regular,,,
1470,2,Smartphone,Electronics,214.52,3,60,Female,23 February 2023,PayPal,0.07,South America,Premium,,,
1471,5,Tablet,Electronics,1098.93,1,31,Female,12 September 2023,Credit Card,0.21,Africa,Regular,,,
1472,1,Laptop,Electronics,755.87,3,21,Male,06 December 2023,PayPal,0.16,Africa,Premium,,,
1473,5,Tablet,Electronics,997.01,5,25,Female,14 June 2023,PayPal,0.12,Africa,Premium,,,
1474,2,Smartphone,Electronics,1008.24,1,48,Male,15 December 2023,Debit Card,0.11,South America,Regular,,,
1475,4,Smartwatch,Electronics,553.59,5,57,Male,10 March 2023,Credit Card,0.21,Africa,Regular,,,
1476,2,Smartphone,Electronics,1128.83,5,26,Male,17 May 2023,PayPal,0.3,Africa,Regular,,,
1477,2,Smartphone,Electronics,1296.53,1,27,Male,28 February 2023,Bank Transfer,0.19,Africa,Premium,,,
1478,2,Smartphone,Electronics,1276.07,5,56,Female,15 November 2023,PayPal,0.1,North America,Premium,,,
1479,1,Laptop,Electronics,601.85,3,54,Male,29 November 2023,Bank Transfer,0.21,Europe,Premium,,,
1480,3,Headphones,Accessories,566.94,4,57,Female,02 June 2023,PayPal,0.13,North America,Premium,,,
1481,4,Smartwatch,Electronics,244.41,5,46,Male,10 April 2023,Debit Card,0.16,South America,Regular,,,
1482,1,Laptop,Electronics,529.08,1,47,Male,06 May 2023,PayPal,0.1,South America,Regular,,,
1483,4,Smartwatch,Electronics,642.7,3,24,Female,09 October 2023,Debit Card,0.11,Africa,Regular,,,
1484,2,Smartphone,Electronics,254.35,3,52,Male,30 January 2023,Debit Card,0.17,North America,Premium,,,
1485,1,Laptop,Electronics,591.33,2,18,Male,06 January 2023,Debit Card,0.1,North America,Regular,,,
1486,1,Laptop,Electronics,530.72,2,20,Male,06 December 2023,Debit Card,0.15,Africa,Premium,,,
1487,4,Smartwatch,Electronics,868.62,5,26,Male,04 March 2023,Bank Transfer,0.12,North America,Premium,,,
1488,1,Laptop,Electronics,1364.66,1,34,Female,05 August 2023,Bank Transfer,0.28,South America,Premium,,,
1489,4,Smartwatch,Electronics,1445.63,2,39,Female,08 August 2023,PayPal,0.14,Asia,Premium,,,
1490,2,Smartphone,Electronics,955.1,3,37,Female,03 November 2023,Credit Card,0.23,South America,Regular,,,
1491,5,Tablet,Electronics,1439.84,1,42,Male,16 October 2023,Bank Transfer,0.26,North America,Regular,,,
1492,5,Tablet,Electronics,294.77,4,46,Male,16 January 2023,Credit Card,0.3,South America,Premium,,,
1493,2,Smartphone,Electronics,537.6,5,51,Male,16 March 2023,Debit Card,0.04,South America,Regular,,,
1494,3,Headphones,Accessories,224.52,1,31,Female,28 May 2023,PayPal,0.21,North America,Regular,,,
1495,3,Headphones,Accessories,560.11,4,37,Male,08 January 2023,PayPal,0.26,Asia,Regular,,,
1496,2,Smartphone,Electronics,1348.43,4,47,Male,16 May 2023,PayPal,0.02,North America,Regular,,,
1497,1,Laptop,Electronics,1496.84,2,64,Male,24 January 2023,Bank Transfer,0.18,Europe,Premium,,,
1498,4,Smartwatch,Electronics,127.06,2,42,Male,22 December 2023,PayPal,0.29,Africa,Premium,,,
1499,1,Laptop,Electronics,1368.99,1,63,Male,04 October 2023,Bank Transfer,0.04,Asia,Premium,,,
1500,2,Smartphone,Electronics,739.15,3,36,Male,15 August 2023,Debit Card,0.17,North America,Premium,,,
1501,4,Smartwatch,Electronics,743.53,3,32,Male,26 July 2023,Bank Transfer,0.22,Africa,Regular,,,
1502,2,Smartphone,Electronics,277.28,3,43,Male,09 February 2023,PayPal,0.04,Europe,Regular,,,
1503,2,Smartphone,Electronics,1186.5,2,64,Female,15 October 2023,Debit Card,0.29,North America,Premium,,,
1504,5,Tablet,Electronics,1319.98,5,62,Female,12 September 2023,PayPal,0.11,Africa,Premium,,,
1505,3,Headphones,Accessories,337.01,5,26,Female,13 July 2023,PayPal,0.26,Asia,Premium,,,
1506,2,Smartphone,Electronics,1261.75,1,23,Female,26 August 2023,Credit Card,0.11,North America,Premium,,,
1507,4,Smartwatch,Electronics,961.67,4,43,Male,13 June 2023,Credit Card,0.13,Asia,Regular,,,
1508,4,Smartwatch,Electronics,456.99,5,23,Male,20 June 2023,Debit Card,0.3,Africa,Regular,,,
1509,4,Smartwatch,Electronics,1333.51,5,61,Male,21 March 2023,Bank Transfer,0.26,Asia,Premium,,,
1510,2,Smartphone,Electronics,89.14,3,32,Male,16 February 2023,Debit Card,0.03,Asia,Regular,,,
1511,5,Tablet,Electronics,191.4,2,42,Male,26 May 2023,Credit Card,0.11,North America,Premium,,,
1512,3,Headphones,Accessories,942.34,4,31,Female,09 November 2023,Debit Card,0.16,Asia,Premium,,,
1513,5,Tablet,Electronics,1226.31,4,62,Female,07 June 2023,Bank Transfer,0.18,Asia,Premium,,,
1514,4,Smartwatch,Electronics,759.52,3,31,Male,01 April 2023,PayPal,0.12,Asia,Premium,,,
1515,5,Tablet,Electronics,750.3,4,54,Female,11 July 2023,Bank Transfer,0.02,Asia,Premium,,,
1516,4,Smartwatch,Electronics,446.86,2,62,Female,18 April 2023,PayPal,0.12,Europe,Premium,,,
1517,2,Smartphone,Electronics,93.31,3,47,Female,05 September 2023,Debit Card,0.04,North America,Premium,,,
1518,3,Headphones,Accessories,322.84,3,53,Female,20 December 2023,Debit Card,0.01,Africa,Premium,,,
1519,4,Smartwatch,Electronics,790.13,2,37,Male,11 May 2023,PayPal,0.05,Africa,Regular,,,
1520,1,Laptop,Electronics,87.23,1,57,Male,19 February 2023,Debit Card,0.05,South America,Premium,,,
1521,3,Headphones,Accessories,422.55,1,25,Female,30 July 2023,Bank Transfer,0.09,South America,Regular,,,
1522,4,Smartwatch,Electronics,1011.42,5,31,Male,24 April 2023,PayPal,0.09,Europe,Premium,,,
1523,5,Tablet,Electronics,906.03,5,61,Male,27 September 2023,Bank Transfer,0.19,South America,Premium,,,
1524,5,Tablet,Electronics,1001.89,4,48,Male,13 October 2023,Debit Card,0.2,Europe,Regular,,,
1525,1,Laptop,Electronics,125.52,5,44,Male,09 May 2023,Credit Card,0.03,Asia,Premium,,,
1526,4,Smartwatch,Electronics,1279.68,2,64,Male,02 October 2023,Credit Card,0.1,Africa,Regular,,,
1527,1,Laptop,Electronics,532.06,4,30,Female,18 May 2023,Credit Card,0.08,North America,Premium,,,
1528,4,Smartwatch,Electronics,1228.24,4,47,Male,13 July 2023,Credit Card,0,Africa,Premium,,,
1529,2,Smartphone,Electronics,866.34,2,24,Male,04 December 2023,PayPal,0.1,Asia,Regular,,,
1530,2,Smartphone,Electronics,67.97,1,34,Male,18 December 2023,Credit Card,0.1,South America,Regular,,,
1531,5,Tablet,Electronics,574.6,2,60,Female,24 September 2023,Debit Card,0.28,North America,Regular,,,
1532,5,Tablet,Electronics,475.23,4,59,Female,21 July 2023,Debit Card,0.03,Europe,Premium,,,
1533,2,Smartphone,Electronics,163.73,5,65,Female,27 November 2023,Credit Card,0.12,North America,Regular,,,
1534,5,Tablet,Electronics,778.17,2,33,Female,18 April 2023,PayPal,0.16,Africa,Regular,,,
1535,1,Laptop,Electronics,916.69,2,52,Male,23 August 2023,Bank Transfer,0.19,Europe,Regular,,,
1536,4,Smartwatch,Electronics,207.43,4,60,Male,04 March 2023,Credit Card,0.08,South America,Regular,,,
1537,3,Headphones,Accessories,1353.1,4,28,Male,20 June 2023,Debit Card,0.09,Asia,Premium,,,
1538,5,Tablet,Electronics,1100.72,2,38,Female,28 October 2023,Bank Transfer,0.03,North America,Premium,,,
1539,3,Headphones,Accessories,1136.33,4,29,Female,10 July 2023,Credit Card,0.23,Europe,Premium,,,
1540,2,Smartphone,Electronics,171.78,3,53,Female,27 September 2023,Credit Card,0.18,Europe,Regular,,,
1541,3,Headphones,Accessories,1249.99,3,19,Female,03 January 2023,Bank Transfer,0.29,South America,Premium,,,
1542,3,Headphones,Accessories,484.79,1,54,Male,13 June 2023,Debit Card,0.24,Asia,Premium,,,
1543,4,Smartwatch,Electronics,1091.63,4,46,Male,07 February 2023,PayPal,0.16,Asia,Premium,,,
1544,3,Headphones,Accessories,568.13,3,56,Male,26 December 2023,PayPal,0.15,South America,Regular,,,
1545,4,Smartwatch,Electronics,1293.79,4,26,Female,27 April 2023,Bank Transfer,0.21,Asia,Regular,,,
1546,5,Tablet,Electronics,661.72,4,65,Male,25 June 2023,Debit Card,0.01,Africa,Premium,,,
1547,3,Headphones,Accessories,178.39,1,50,Male,04 March 2023,Credit Card,0.12,Africa,Regular,,,
1548,4,Smartwatch,Electronics,482.83,2,46,Male,23 June 2023,PayPal,0.3,Europe,Regular,,,
1549,5,Tablet,Electronics,401.21,3,56,Male,05 September 2023,PayPal,0.02,Africa,Premium,,,
1550,2,Smartphone,Electronics,1379.25,3,49,Female,22 February 2023,Debit Card,0.27,South America,Premium,,,
1551,4,Smartwatch,Electronics,355.03,5,62,Female,09 August 2023,Debit Card,0.3,Asia,Regular,,,
1552,3,Headphones,Accessories,1446.55,3,58,Male,02 February 2023,Debit Card,0.18,South America,Premium,,,
1553,5,Tablet,Electronics,1373.2,1,43,Female,23 October 2023,Debit Card,0.12,Africa,Premium,,,
1554,4,Smartwatch,Electronics,1262.77,3,52,Male,17 January 2023,Credit Card,0.03,Africa,Regular,,,
1555,3,Headphones,Accessories,137.16,4,64,Male,01 March 2023,Credit Card,0.01,North America,Premium,,,
1556,4,Smartwatch,Electronics,1456.51,1,24,Male,31 July 2023,Bank Transfer,0.14,Asia,Premium,,,
1557,1,Laptop,Electronics,1174.91,4,53,Male,01 October 2023,Bank Transfer,0.02,North America,Premium,,,
1558,5,Tablet,Electronics,1150.67,2,64,Male,31 July 2023,Bank Transfer,0.02,South America,Premium,,,
1559,4,Smartwatch,Electronics,1454.06,1,27,Male,16 May 2023,Debit Card,0.27,Asia,Premium,,,
1560,1,Laptop,Electronics,1055.15,5,65,Female,01 May 2023,Credit Card,0.16,Europe,Regular,,,
1561,3,Headphones,Accessories,451.56,1,49,Female,16 April 2023,PayPal,0.2,Africa,Regular,,,
1562,5,Tablet,Electronics,802.9,5,35,Female,26 December 2023,Credit Card,0.08,South America,Regular,,,
1563,5,Tablet,Electronics,1477.36,3,20,Male,08 February 2023,Bank Transfer,0.02,North America,Regular,,,
1564,4,Smartwatch,Electronics,1106.77,4,45,Male,15 March 2023,Bank Transfer,0.22,Europe,Premium,,,
1565,4,Smartwatch,Electronics,1338.01,1,43,Female,07 May 2023,Debit Card,0.1,Asia,Regular,,,
1566,5,Tablet,Electronics,900.27,5,24,Female,05 May 2023,Bank Transfer,0.16,Europe,Regular,,,
1567,3,Headphones,Accessories,762.46,4,36,Female,09 February 2023,Credit Card,0,North America,Regular,,,
1568,1,Laptop,Electronics,1248.01,1,30,Male,25 January 2023,Bank Transfer,0.16,Europe,Regular,,,
1569,2,Smartphone,Electronics,880.46,4,24,Female,29 November 2023,PayPal,0.08,South America,Regular,,,
1570,4,Smartwatch,Electronics,953.46,5,18,Male,24 February 2023,Debit Card,0.26,Europe,Premium,,,
1571,5,Tablet,Electronics,990.29,4,34,Male,29 March 2023,Debit Card,0.1,Africa,Premium,,,
1572,3,Headphones,Accessories,246.6,4,24,Female,29 June 2023,Bank Transfer,0.01,Africa,Regular,,,
1573,5,Tablet,Electronics,309.86,3,30,Male,16 January 2023,Credit Card,0.12,Asia,Premium,,,
1574,3,Headphones,Accessories,1065.82,3,50,Male,02 September 2023,PayPal,0.29,South America,Regular,,,
1575,4,Smartwatch,Electronics,882.51,1,28,Female,01 December 2023,PayPal,0.28,Asia,Regular,,,
1576,4,Smartwatch,Electronics,277.87,4,38,Female,23 March 2023,Debit Card,0.11,Africa,Regular,,,
1577,1,Laptop,Electronics,1353.52,1,30,Female,11 February 2023,Debit Card,0.21,Asia,Premium,,,
1578,1,Laptop,Electronics,329.89,3,38,Female,08 June 2023,Debit Card,0.01,Africa,Premium,,,
1579,1,Laptop,Electronics,660.68,4,24,Female,13 December 2023,Debit Card,0.03,Asia,Premium,,,
1580,4,Smartwatch,Electronics,1485.18,1,63,Female,24 December 2023,Credit Card,0.01,Africa,Premium,,,
1581,5,Tablet,Electronics,72.96,1,20,Female,09 June 2023,Credit Card,0.11,South America,Regular,,,
1582,3,Headphones,Accessories,276.62,1,26,Female,07 April 2023,Credit Card,0.03,North America,Regular,,,
1583,2,Smartphone,Electronics,1407.12,3,42,Male,29 April 2023,Debit Card,0.25,South America,Regular,,,
1584,2,Smartphone,Electronics,686.91,1,18,Female,28 March 2023,Bank Transfer,0.12,North America,Regular,,,
1585,4,Smartwatch,Electronics,54.04,5,23,Female,04 March 2023,Credit Card,0.28,Europe,Premium,,,
1586,5,Tablet,Electronics,917.19,1,46,Female,06 June 2023,Bank Transfer,0.29,Africa,Premium,,,
1587,5,Tablet,Electronics,611.67,3,39,Male,20 November 2023,Debit Card,0.08,Africa,Regular,,,
1588,1,Laptop,Electronics,1074.82,1,47,Male,19 January 2023,Debit Card,0.26,Africa,Premium,,,
1589,4,Smartwatch,Electronics,1309.52,5,48,Female,18 October 2023,Debit Card,0.25,Asia,Regular,,,
1590,2,Smartphone,Electronics,314.74,3,19,Male,12 December 2023,Debit Card,0.02,South America,Premium,,,
1591,4,Smartwatch,Electronics,212.84,4,35,Male,09 May 2023,PayPal,0.09,Europe,Regular,,,
1592,3,Headphones,Accessories,415.83,1,22,Male,14 July 2023,Debit Card,0.13,South America,Regular,,,
1593,3,Headphones,Accessories,415.61,2,48,Male,30 March 2023,PayPal,0.25,Asia,Regular,,,
1594,5,Tablet,Electronics,192.76,2,60,Female,09 April 2023,Credit Card,0.03,South America,Premium,,,
1595,1,Laptop,Electronics,1198.39,4,53,Female,07 August 2023,Bank Transfer,0.23,Asia,Premium,,,
1596,5,Tablet,Electronics,1457.59,1,41,Female,03 October 2023,PayPal,0.29,Asia,Premium,,,
1597,2,Smartphone,Electronics,354.26,5,43,Female,30 September 2023,Debit Card,0.02,South America,Regular,,,
1598,3,Headphones,Accessories,870.8,5,19,Male,19 October 2023,Credit Card,0.1,North America,Premium,,,
1599,4,Smartwatch,Electronics,736.58,2,39,Male,15 October 2023,Debit Card,0.22,North America,Premium,,,
1600,5,Tablet,Electronics,737.64,3,25,Female,18 August 2023,PayPal,0.12,Africa,Regular,,,
1601,2,Smartphone,Electronics,1193.49,4,49,Female,15 March 2023,PayPal,0.26,South America,Regular,,,
1602,4,Smartwatch,Electronics,596.14,1,58,Female,13 June 2023,PayPal,0.12,North America,Regular,,,
1603,3,Headphones,Accessories,278.34,2,62,Female,27 August 2023,Bank Transfer,0.01,Asia,Regular,,,
1604,2,Smartphone,Electronics,1407.11,1,25,Female,19 March 2023,PayPal,0.09,Asia,Regular,,,
1605,5,Tablet,Electronics,144.8,2,35,Female,27 December 2023,Credit Card,0.1,Asia,Premium,,,
1606,4,Smartwatch,Electronics,400.92,1,33,Male,10 April 2023,PayPal,0.13,Asia,Regular,,,
1607,3,Headphones,Accessories,379.21,1,51,Female,12 February 2023,Bank Transfer,0.1,North America,Regular,,,
1608,5,Tablet,Electronics,1047.11,2,53,Female,28 March 2023,PayPal,0.26,Europe,Premium,,,
1609,2,Smartphone,Electronics,919.75,5,31,Male,28 June 2023,Credit Card,0.06,Africa,Regular,,,
1610,3,Headphones,Accessories,1482.42,5,29,Female,05 May 2023,PayPal,0.3,Asia,Regular,,,
1611,2,Smartphone,Electronics,764.14,4,61,Female,25 December 2023,Bank Transfer,0.18,Africa,Regular,,,
1612,3,Headphones,Accessories,1115.53,5,22,Female,03 June 2023,PayPal,0.15,North America,Premium,,,
1613,1,Laptop,Electronics,167.09,4,56,Female,15 October 2023,Credit Card,0.24,Asia,Regular,,,
1614,3,Headphones,Accessories,363.76,2,37,Female,29 July 2023,Credit Card,0.24,North America,Premium,,,
1615,2,Smartphone,Electronics,1136.34,3,40,Female,14 October 2023,Credit Card,0.17,South America,Premium,,,
1616,2,Smartphone,Electronics,780.21,2,61,Male,15 February 2023,Debit Card,0.06,South America,Regular,,,
1617,1,Laptop,Electronics,144.23,3,64,Male,23 May 2023,Bank Transfer,0.17,Europe,Premium,,,
1618,3,Headphones,Accessories,196.8,3,20,Male,04 November 2023,Debit Card,0.1,North America,Regular,,,
1619,1,Laptop,Electronics,207.36,2,32,Female,15 April 2023,PayPal,0.06,Africa,Premium,,,
1620,4,Smartwatch,Electronics,432.11,4,60,Female,15 December 2023,Credit Card,0.07,Africa,Regular,,,
1621,4,Smartwatch,Electronics,630.04,3,45,Male,09 March 2023,PayPal,0.06,North America,Premium,,,
1622,5,Tablet,Electronics,242.19,5,58,Male,10 January 2023,Credit Card,0.02,Europe,Premium,,,
1623,5,Tablet,Electronics,266.1,2,63,Male,11 June 2023,PayPal,0.2,Europe,Premium,,,
1624,2,Smartphone,Electronics,647.79,2,34,Male,19 January 2023,Bank Transfer,0.12,North America,Premium,,,
1625,4,Smartwatch,Electronics,169.69,3,44,Female,19 November 2023,PayPal,0.06,South America,Premium,,,
1626,2,Smartphone,Electronics,1275.66,1,54,Male,24 December 2023,Debit Card,0.19,Asia,Regular,,,
1627,5,Tablet,Electronics,399.22,1,53,Female,06 September 2023,Debit Card,0.02,South America,Regular,,,
1628,3,Headphones,Accessories,118.62,4,43,Female,25 February 2023,PayPal,0.26,Europe,Premium,,,
1629,1,Laptop,Electronics,259.61,3,28,Male,04 January 2023,PayPal,0.23,Asia,Premium,,,
1630,5,Tablet,Electronics,1097.61,3,33,Male,04 May 2023,Debit Card,0.22,North America,Premium,,,
1631,4,Smartwatch,Electronics,1327.95,3,54,Female,21 July 2023,Debit Card,0.25,Europe,Regular,,,
1632,2,Smartphone,Electronics,1380.08,4,18,Male,27 December 2023,Credit Card,0.29,South America,Regular,,,
1633,5,Tablet,Electronics,260.67,3,39,Male,08 June 2023,Debit Card,0.14,Africa,Regular,,,
1634,5,Tablet,Electronics,651.86,3,38,Male,24 October 2023,Debit Card,0.02,North America,Regular,,,
1635,3,Headphones,Accessories,967.62,3,54,Male,17 December 2023,PayPal,0.3,Europe,Regular,,,
1636,2,Smartphone,Electronics,511.53,3,39,Female,01 December 2023,Credit Card,0.07,Africa,Premium,,,
1637,1,Laptop,Electronics,399.3,1,45,Male,26 January 2023,Bank Transfer,0.21,North America,Regular,,,
1638,5,Tablet,Electronics,1345.2,2,31,Female,07 August 2023,PayPal,0.06,Africa,Premium,,,
1639,4,Smartwatch,Electronics,808.4,1,41,Male,25 December 2023,PayPal,0.26,North America,Regular,,,
1640,3,Headphones,Accessories,777.93,1,54,Female,22 September 2023,Debit Card,0.08,North America,Premium,,,
1641,2,Smartphone,Electronics,1358.24,2,45,Male,11 April 2023,Debit Card,0.3,North America,Premium,,,
1642,2,Smartphone,Electronics,486,4,57,Male,17 May 2023,Debit Card,0.14,South America,Premium,,,
1643,5,Tablet,Electronics,1453.31,2,27,Male,17 August 2023,Debit Card,0.22,North America,Premium,,,
1644,1,Laptop,Electronics,487.75,5,29,Male,12 July 2023,Debit Card,0.05,North America,Premium,,,
1645,2,Smartphone,Electronics,373.5,1,56,Female,25 March 2023,PayPal,0.11,South America,Premium,,,
1646,4,Smartwatch,Electronics,588.79,5,31,Female,30 December 2023,Debit Card,0.2,Asia,Regular,,,
1647,1,Laptop,Electronics,1082.95,4,32,Female,12 June 2023,Debit Card,0.25,Africa,Premium,,,
1648,4,Smartwatch,Electronics,768.96,1,46,Male,06 January 2023,Debit Card,0.02,Asia,Premium,,,
1649,1,Laptop,Electronics,689.58,1,53,Male,11 August 2023,Bank Transfer,0.01,Asia,Regular,,,
1650,1,Laptop,Electronics,1198.85,4,40,Female,13 November 2023,Credit Card,0.21,Asia,Regular,,,
1651,1,Laptop,Electronics,1017.86,4,38,Male,05 December 2023,Credit Card,0.15,North America,Premium,,,
1652,5,Tablet,Electronics,609.74,5,55,Female,18 February 2023,Debit Card,0.01,South America,Regular,,,
1653,3,Headphones,Accessories,273.13,4,56,Male,24 February 2023,PayPal,0.19,Europe,Regular,,,
1654,3,Headphones,Accessories,752.12,1,48,Male,10 March 2023,Debit Card,0.21,Europe,Premium,,,
1655,4,Smartwatch,Electronics,659.46,2,28,Female,08 October 2023,Bank Transfer,0.17,Europe,Premium,,,
1656,2,Smartphone,Electronics,608.33,3,42,Female,25 October 2023,PayPal,0.29,North America,Regular,,,
1657,5,Tablet,Electronics,101,1,36,Male,10 April 2023,Bank Transfer,0.13,South America,Regular,,,
1658,4,Smartwatch,Electronics,1352.56,3,29,Male,28 March 2023,Bank Transfer,0.29,Europe,Premium,,,
1659,5,Tablet,Electronics,1355.12,5,59,Male,16 August 2023,PayPal,0.01,North America,Premium,,,
1660,4,Smartwatch,Electronics,128.72,2,20,Male,09 May 2023,Credit Card,0.24,Europe,Regular,,,
1661,1,Laptop,Electronics,1374.03,3,38,Male,31 July 2023,Debit Card,0.23,Europe,Premium,,,
1662,4,Smartwatch,Electronics,536.16,2,49,Male,14 January 2023,Bank Transfer,0.09,North America,Premium,,,
1663,4,Smartwatch,Electronics,1341.83,4,62,Male,21 January 2023,PayPal,0.2,North America,Regular,,,
1664,4,Smartwatch,Electronics,318.5,4,56,Male,30 June 2023,Credit Card,0.17,South America,Premium,,,
1665,2,Smartphone,Electronics,749.91,1,50,Male,10 July 2023,Credit Card,0.14,Europe,Regular,,,
1666,4,Smartwatch,Electronics,113.04,4,51,Female,17 January 2023,Debit Card,0.13,Africa,Regular,,,
1667,2,Smartphone,Electronics,1207,1,60,Female,06 May 2023,PayPal,0.09,North America,Premium,,,
1668,3,Headphones,Accessories,941.72,5,39,Female,06 January 2023,Credit Card,0.22,Africa,Regular,,,
1669,3,Headphones,Accessories,289.55,1,36,Male,01 September 2023,Credit Card,0.29,Africa,Regular,,,
1670,5,Tablet,Electronics,423.43,4,54,Male,05 June 2023,Bank Transfer,0.3,North America,Regular,,,
1671,2,Smartphone,Electronics,1000.24,1,20,Female,05 December 2023,Bank Transfer,0.19,South America,Regular,,,
1672,5,Tablet,Electronics,730.84,2,20,Male,21 February 2023,Debit Card,0.13,North America,Premium,,,
1673,1,Laptop,Electronics,911.35,1,20,Male,03 July 2023,Debit Card,0.22,South America,Regular,,,
1674,1,Laptop,Electronics,342.9,4,31,Male,27 February 2023,PayPal,0.1,South America,Regular,,,
1675,2,Smartphone,Electronics,541.13,1,54,Male,21 December 2023,Debit Card,0.17,Asia,Premium,,,
1676,4,Smartwatch,Electronics,635.84,2,24,Female,20 September 2023,PayPal,0.25,Asia,Regular,,,
1677,4,Smartwatch,Electronics,106.41,3,21,Male,24 July 2023,Credit Card,0.06,Africa,Regular,,,
1678,3,Headphones,Accessories,555.06,4,55,Female,20 August 2023,Debit Card,0.18,Africa,Regular,,,
1679,4,Smartwatch,Electronics,905.69,4,64,Female,19 January 2023,Credit Card,0.25,South America,Premium,,,
1680,4,Smartwatch,Electronics,757.35,4,64,Male,02 May 2023,PayPal,0.18,Asia,Premium,,,
1681,5,Tablet,Electronics,1277.7,2,49,Male,04 December 2023,PayPal,0.16,South America,Premium,,,
